generation,rank,model_key,genome_id,det,det_pass_rate,det_pass_count,row_count,tokens,core_blocks,optional_blocks,parent_ids,major_mutations,advisor_proposal_id,fitness,elite_reason,selection_reason,archive_membership,pareto_rank,prompt_hash,block_signature,rule_signature,mutation_family,mutation_operator
1,1,qwen25_coder_14b,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,100.0,100.0,1,1,21091.0,"01,02","03,05,06",,initial_random,,120.0,,,,999,405e78ea3c6a6f8e,"01,02,03,05,06",da39a3ee5e6b4b0d,,
1,2,qwen25_coder_14b,gen-bbf8b961-f83c-3169-009b-831460788576,100.0,100.0,1,1,21138.0,"01,02","03,05,06",,initial_random,,120.0,,,,999,6e6e8c3aa0b75feb,"01,02,03,05,06",828da936fcacd0d1,,
1,3,qwen25_coder_14b,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,97.1527,100.0,1,1,12849.0,"01,02",03,,initial_random,,119.43054,,,,999,bf04ea331e632db9,"01,02,03",d7c3c8779ca6fe58,,
2,1,qwen25_coder_14b,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,97.1527,100.0,1,1,12939.0,"01,02","03,06",gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,drop_optional_block,,123.2957,,,,999,4940c4b8cc057b18,"01,02,03,06",da39a3ee5e6b4b0d,compression,drop_optional_block
2,2,qwen25_coder_14b,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,100.0,100.0,1,1,21091.0,"01,02","03,05,06",,initial_random,,120.0,,,,999,405e78ea3c6a6f8e,"01,02,03,05,06",da39a3ee5e6b4b0d,,
2,3,qwen25_coder_14b,gen-3b1ea01c-673b-58d1-52da-f6d4d9796538,100.0,100.0,1,1,21138.0,"01,02","03,05,06","gen-bbf8b961-f83c-3169-009b-831460788576,gen-bbf8b961-f83c-3169-009b-831460788576",,,119.995544,,,,999,6e6e8c3aa0b75feb,"01,02,03,05,06",828da936fcacd0d1,,
3,1,qwen25_coder_14b,gen-442856f6-c8cd-a33f-a37d-5ce08b9fdc88,100.0,100.0,1,1,20889.0,"01,02","05,06",,initial_random,,120.0,,,,999,edf2b30eb0b6627d,"01,02,05,06",28de14a34f971ccc,,
3,2,qwen25_coder_14b,gen-016ea579-8fd6-f65f-78f5-12caf55da9da,97.1527,100.0,1,1,12814.0,"01,02",03,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,drop_optional_block,,119.52715,,,,999,ad1fa228eadc8e21,"01,02,03",da39a3ee5e6b4b0d,compression,drop_optional_block
3,3,qwen25_coder_14b,gen-1b17001a-25af-cc4a-c634-cc693b2989e7,97.1527,100.0,1,1,12939.0,"01,02","03,06",gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,compact_reasoning_skeleton,,119.43054,,,,999,c5a9cd15ac043d17,"01,02,03,06",da39a3ee5e6b4b0d,compression,compact_reasoning_skeleton
