generation,genome_id,model_key,det,det_pass_rate,sdet,avg_prompt_tokens,warm_latency_p50,peak_vram_gb,oom_count,failure_rate,is_pareto_frontier,newly_discovered_frontier,dominated_by,pareto_rank,knee_candidate,pareto_status
1,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,qwen25_coder_14b,100.0,100.0,100.0,21091.0,8.0701,,,0.0,True,True,,1,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,full_metrics
1,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,qwen25_coder_14b,97.1527,100.0,97.1527,12849.0,5.489,,,0.0,True,True,,1,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,full_metrics
2,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,qwen25_coder_14b,100.0,100.0,100.0,21091.0,8.1336,,,0.0,True,False,,1,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,full_metrics
2,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,qwen25_coder_14b,97.1527,100.0,97.1527,12939.0,5.589,,,0.0,True,True,,1,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,full_metrics
3,gen-016ea579-8fd6-f65f-78f5-12caf55da9da,qwen25_coder_14b,97.1527,100.0,97.1527,12814.0,5.7803,,,0.0,True,True,,1,gen-016ea579-8fd6-f65f-78f5-12caf55da9da,full_metrics
3,gen-442856f6-c8cd-a33f-a37d-5ce08b9fdc88,qwen25_coder_14b,100.0,100.0,100.0,20889.0,8.1606,,,0.0,True,True,,1,gen-016ea579-8fd6-f65f-78f5-12caf55da9da,full_metrics
