profile,generation,model_key,genome_id,parent_ids,model,fitness,avg_det_score,det_pass_rate,det_variance,avg_prompt_tokens,strict_sdet,replay_fit,schema_fail_rate,train_avg_det_score,train_det_pass_rate,validation_avg_det_score,validation_det_pass_rate,validation_gt_exact_rate,candidate_strategies,active_core_blocks,active_optional_blocks,mutation_types,crossover_used,advisor_used,feedback_types_used,promoted_candidate,raw_generation_best_DETPass,best_so_far_DETPass,accepted_best_DETPass,score_main,score_accuracy,score_efficiency,score_balanced,score_deployment,token_penalty,compression_gain,category_balance_score,regression_penalty,pareto_rank,pareto_frontier_member,generation_phase,plateau_type,next_action,stop_candidate,stop_reason,unique_prompt_hash_count,pareto_archive_size,pareto_archive_delta,disruptive_attempt_count,advisor_triggered,compression_ready,compression_detpass_threshold,compression_phase
version0_15,1,qwen25_coder_14b,gen-378892e9-ecc3-87ab-8b45-85023a0286cc,,Qwen/Qwen2.5-Coder-14B-Instruct,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,minimal|direct|canonical_names_first|compact_json,"01,02","05,06",initial_random,False,False,,True,0.0,0.0,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,999,False,ACCURACY_SEARCH,warming_up,continue_accuracy,False,,4,4,4,0,True,False,90.0,ACCURACY_SEARCH
version0_15,2,qwen25_coder_14b,gen-109fb9b5-4062-479c-fb5b-7bad30198596,gen-378892e9-ecc3-87ab-8b45-85023a0286cc,Qwen/Qwen2.5-Coder-14B-Instruct,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,minimal|direct|canonical_names_first|compact_json,"01,02","05,06",strengthen_json_only_rule,False,True,,True,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,999,False,FINAL_SELECTION,max_generation_reached,stop_and_finalize,True,max generations reached,4,7,3,0,False,False,90.0,ACCURACY_SEARCH
