profile,generation,model_key,genome_id,parent_ids,model,fitness,avg_det_score,det_pass_rate,det_variance,avg_prompt_tokens,strict_sdet,replay_fit,schema_fail_rate,train_avg_det_score,train_det_pass_rate,validation_avg_det_score,validation_det_pass_rate,validation_gt_exact_rate,candidate_strategies,active_core_blocks,active_optional_blocks,mutation_types,crossover_used,advisor_used,feedback_types_used,promoted_candidate,raw_generation_best_DETPass,best_so_far_DETPass,accepted_best_DETPass,score_main,score_accuracy,score_efficiency,score_balanced,score_deployment,token_penalty,compression_gain,category_balance_score,regression_penalty,pareto_rank,pareto_frontier_member,generation_phase,plateau_type,next_action,stop_candidate,stop_reason,unique_prompt_hash_count,pareto_archive_size,pareto_archive_delta,disruptive_attempt_count,advisor_triggered,compression_ready,compression_detpass_threshold,compression_phase
version0_15,1,qwen25_coder_14b,gen-acd8d60c-f7c3-7768-272e-1069de7225be,,Qwen/Qwen2.5-Coder-14B-Instruct,120.0,100.0,100.0,0.0,75162.0,100.0,,0.0,95.7764,100.0,100.0,100.0,100.0,canonical_names_first|explicit_preconditions|compact_json|minimal,"01,02","03,05,06",initial_random,False,False,,True,100.0,100.0,,120.0,120.0,100.0,120.0,120.0,0.0,0.0,100.0,0.0,999,False,ACCURACY_SEARCH,warming_up,continue_accuracy,False,,6,2,2,0,False,True,90.0,COMPRESSION_READY
version0_15,2,qwen25_coder_14b,gen-acd8d60c-f7c3-7768-272e-1069de7225be,,Qwen/Qwen2.5-Coder-14B-Instruct,120.0,100.0,100.0,0.0,75162.0,100.0,,0.0,95.7764,100.0,100.0,100.0,100.0,canonical_names_first|explicit_preconditions|compact_json|minimal,"01,02","03,05,06",initial_random,False,False,,True,100.0,100.0,100.0,120.0,120.0,100.0,120.0,120.0,0.0,0.0,100.0,0.0,999,False,COMPRESSION_SEARCH,saturated_accuracy_plateau,switch_compression,False,,6,4,2,0,False,True,90.0,COMPRESSION_READY
version0_15,3,qwen25_coder_14b,gen-43710534-37f6-561f-a40d-e353f756afa5,gen-f6d4d979-6538-7164-6c83-770691877a47,Qwen/Qwen2.5-Coder-14B-Instruct,119.121598,95.6106,100.0,1.0441,39663.5,95.6106,,50.0,95.7488,100.0,95.6106,100.0,0.0,canonical_names_first|explicit_preconditions|compact_json|minimal,"01,02",03,drop_optional_block,False,False,,True,100.0,100.0,100.0,119.121598,119.12212,100.0,119.121598,119.12212,0.0,0.0,100.0,0.0,999,False,FINAL_SELECTION,max_generation_reached,stop_and_finalize,True,max generations reached,6,5,1,0,False,True,90.0,COMPRESSION_READY
