model_key,model_id,local_model_base_dir,local_model_name,local_model_exists
qwen25_coder_7b,Qwen/Qwen2.5-Coder-7B-Instruct,/home/mgjeong/Desktop/llm/local_models,/data/mgjeong/cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,True
