proposal_id,source,mutation_family,operator,mutation_type,target_units,target_block_id,target_block_family,replacement_text,estimated_token_delta,actual_token_delta,risk_score,affected_failure_families,expected_effect,requires_validation,accepted,rejection_reason,rollback_units,generation,parent_genome_id,child_genome_id,schema_source,proposal_state,advisor_batch_id,advisor_proposal_id,raw_response_path,advisor_prompt_path,category_scope,group_scope,priority,regression_risk,scheduling_reason,advisor_child_duplicate,duplicate_of,compression_level,compression_phase,selected_compression_target,selected_block_id,selected_block_ids,block_family,block_token_before,block_token_after_estimate,expected_token_delta,measured_prompt_token_delta,measured_prompt_token_delta_pct,fallback_reason,largest_token_component,preserved_content,removable_content
micro_compression_g002_ce9ba084,cloudless,compression,compress_candidate_strategies_to_minimal,compress_candidate_strategies_to_minimal,[],genome,Compression,,-2700,0,0.08,"[""token_overbudget""]",micro compression lane proposal.,True,True,,[],2,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,,proposed,,,,,[],[],0,0.0,,False,,micro,COMPRESSION_READY,genome,,[],,0,0,-2700,-1.0,-0.0037,,02,"[""validator-critical schema/service/temporal constraints""]","[""duplicates, verbose hints, redundant examples""]"
compression_g002_b132d315,cloudless,compression,reduce_few_shot_count_to_zero,reduce_few_shot_count_to_zero,[],,,,0,0,0.35,[],compression mutation generated by phase-aware scheduler.,True,True,,[],2,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,,proposed,,,,,[],[],0,0.0,,False,,micro,,,,[],,0,0,0,-757.0,-2.7952,,,[],[]
advisor_g001_block_01,advisor,compression,compact_reasoning_skeleton,compact_reasoning_skeleton,[],06,DET_Helper,,-120,0,0.2,"[""token_overbudget""]",,True,True,,[],1,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,gen-d9796538-7164-6c83-7706-91877a471850,block_compression_proposals,accepted_applied,advisor_batch_g001_0cc56be3,advisor_g001_block_01,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_raw_responses/generation_001_raw.txt,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_prompt_generation_001.txt,[],[],0,0.2,scheduled_into_next_population,False,,block,,06,06,[],DET_Helper,400,280,-120,0.0,0.0,,,"[""schema/service/temporal validator-critical constraints""]","[""duplicate micro-rules and verbose reasoning hints""]"
advisor_g001_compress_01,advisor,compression,compress_candidate_strategies_to_minimal,compress_candidate_strategies_to_minimal,[],genome,Compression,,-1000,0,0.25,"[""token_overbudget""]",Reduce prompt tokens while preserving schema/service grounding.,True,False,,[],1,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,,proposals,accepted_not_scheduled,advisor_batch_g001_0cc56be3,advisor_g001_compress_01,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_raw_responses/generation_001_raw.txt,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_prompt_generation_001.txt,"[1, 2]","[""basic""]",3,0.25,population quota unavailable,False,,micro,,genome,genome,[],Compression,0,0,-1000,,,,,[],[]
micro_compression_g003_fcc0c729,cloudless,compression,compress_candidate_strategies_to_minimal,compress_candidate_strategies_to_minimal,[],genome,Compression,,-2700,0,0.08,"[""token_overbudget""]",micro compression lane proposal.,True,True,,[],3,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,gen-14d565c1-6941-aa26-0320-7d41aadd0f01,,proposed,,,,,[],[],0,0.0,,False,,micro,COMPRESSION_READY,genome,,[],,0,0,-2700,,,,02,"[""validator-critical schema/service/temporal constraints""]","[""duplicates, verbose hints, redundant examples""]"
compression_g003_8fe71f4e,cloudless,compression,prune_micro_rules_to_top_k,prune_micro_rules_to_top_k,[],,,,0,0,0.35,[],compression mutation generated by phase-aware scheduler.,True,True,,[],3,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,gen-98f23ef8-09c8-a442-856f-6c8cda33fa37,,proposed,,,,,[],[],0,0.0,,False,,micro,,,,[],,0,0,0,,,,,[],[]
advisor_g002_block_01,advisor,compression,compact_reasoning_skeleton,compact_reasoning_skeleton,[],06,DET_Helper,,-120,0,0.2,"[""token_overbudget""]",,True,True,,[],2,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,gen-5ce08b9f-dc88-ec59-6edc-e851f9437105,block_compression_proposals,accepted_applied,advisor_batch_g002_3360bc3b,advisor_g002_block_01,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_raw_responses/generation_002_raw.txt,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_prompt_generation_002.txt,[],[],0,0.2,scheduled_into_next_population,False,,block,,06,06,[],DET_Helper,400,280,-120,,,,,"[""schema/service/temporal validator-critical constraints""]","[""duplicate micro-rules and verbose reasoning hints""]"
advisor_g002_compress_01,advisor,compression,compress_candidate_strategies_to_minimal,compress_candidate_strategies_to_minimal,[],genome,Compression,,-1000,0,0.25,"[""token_overbudget""]",Reduce prompt tokens while preserving schema/service grounding.,True,False,,[],2,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,,proposals,accepted_not_scheduled,advisor_batch_g002_3360bc3b,advisor_g002_compress_01,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_raw_responses/generation_002_raw.txt,/root/llm/JOILang-Server/artifacts/ga_search_checks_20260619_134348_smoke/ga_mock_advisor_small/advisor_prompt_generation_002.txt,"[1, 2]","[""basic""]",3,0.25,population quota unavailable,False,,micro,,genome,genome,[],Compression,0,0,-1000,,,,,[],[]
