profile,generation,model_key,genome_id,parent_ids,model,fitness,avg_det_score,det_pass_rate,det_variance,avg_prompt_tokens,strict_sdet,replay_fit,schema_fail_rate,train_avg_det_score,train_det_pass_rate,validation_avg_det_score,validation_det_pass_rate,validation_gt_exact_rate,candidate_strategies,active_core_blocks,active_optional_blocks,mutation_types,crossover_used,advisor_used,feedback_types_used,promoted_candidate,raw_generation_best_DETPass,best_so_far_DETPass,accepted_best_DETPass,score_main,score_accuracy,score_efficiency,score_balanced,score_deployment,token_penalty,compression_gain,category_balance_score,regression_penalty,pareto_rank,pareto_frontier_member,generation_phase,plateau_type,next_action,stop_candidate,stop_reason,unique_prompt_hash_count,pareto_archive_size,pareto_archive_delta,disruptive_attempt_count,advisor_triggered,compression_ready,compression_detpass_threshold,compression_phase
version0_15,1,qwen25_coder_14b,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,,Qwen/Qwen2.5-Coder-14B-Instruct,120.0,100.0,100.0,0.0,27082.0,100.0,,0.0,100.0,100.0,100.0,100.0,100.0,compact_json|explicit_preconditions,"01,02",03,initial_random,False,False,,True,100.0,100.0,,120.0,120.0,100.0,120.0,120.0,0.0,0.0,100.0,0.0,999,False,ACCURACY_SEARCH,warming_up,continue_accuracy,False,,4,1,1,0,True,True,90.0,COMPRESSION_READY
version0_15,2,qwen25_coder_14b,gen-2b3a85ef-3b1e-a01c-673b-58d152daf6d4,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,Qwen/Qwen2.5-Coder-14B-Instruct,120.0,100.0,100.0,0.0,26325.0,100.0,,0.0,100.0,100.0,100.0,100.0,100.0,compact_json|explicit_preconditions,"01,02",03,reduce_few_shot_count_to_zero,False,False,,True,100.0,100.0,100.0,120.0,120.0,100.0,120.0,120.0,0.0,0.0,100.0,0.0,999,False,FINAL_SELECTION,max_generation_reached,stop_and_finalize,True,max generations reached,4,2,1,0,False,True,90.0,COMPRESSION_READY
