generation,model_key,new_frontier,frontier_size,best_det,best_det_genome_id,best_tokens,best_tokens_genome_id,knee_candidate,pareto_status,oom_resolved,overbudget_children
1,qwen25_coder_14b,2,2,100.0,gen-378892e9-ecc3-87ab-8b45-85023a0286cc,11149.0,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,gen-af17dfa2-8346-1468-fe4c-138bdd4e7245,full_metrics,,
2,qwen25_coder_14b,1,1,100.0,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,12558.0,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,gen-72e1069d-e722-5be6-c3bf-6baf915e48f9,full_metrics,,
