generation,candidate_id,model_key,DETPass,SDET,avg_prompt_tokens,replay_gate_pass,regression_gate_pass,promoted,rejection_reason,accepted_prompt_path,previous_accepted_prompt
1,gen-378892e9-ecc3-87ab-8b45-85023a0286cc,qwen25_coder_14b,0.0,0.0,0.0,True,True,True,,/root/llm/JOILang-Server/artifacts/notebook_ga_runs/20260623_142250/cloudless_row001_g2_20260623_142338/accepted_genomes/generation_001_gen-378892e9-ecc3-87ab-8b45-85023a0286cc.json,
2,gen-2e1069de-7225-be6c-3bf6-baf915e48f91,qwen25_coder_14b,0.0,0.0,0.0,True,True,True,,/root/llm/JOILang-Server/artifacts/notebook_ga_runs/20260623_142250/cloudless_row001_g2_20260623_142338/accepted_genomes/generation_002_gen-2e1069de-7225-be6c-3bf6-baf915e48f91.json,gen-378892e9-ecc3-87ab-8b45-85023a0286cc
