generation,genome_id,model_key,det,det_pass_rate,sdet,avg_prompt_tokens,warm_latency_p50,peak_vram_gb,oom_count,failure_rate,is_pareto_frontier,newly_discovered_frontier,dominated_by,pareto_rank,knee_candidate,pareto_status
1,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,qwen25_coder_7b,100.0,100.0,100.0,48136.0,15.360325,,,0.0,True,True,,1,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,full_metrics
2,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,qwen25_coder_7b,100.0,100.0,100.0,48136.0,15.433425,,,0.0,True,False,,1,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,full_metrics
3,gen-6c3bf6ba-f915-e48f-9141-09fb9b540624,qwen25_coder_7b,100.0,100.0,100.0,27989.0,7.55575,,,0.0,True,True,,1,gen-6c3bf6ba-f915-e48f-9141-09fb9b540624,full_metrics
