generation,model_key,new_frontier,frontier_size,best_det,best_det_genome_id,best_tokens,best_tokens_genome_id,knee_candidate,pareto_status,oom_resolved,overbudget_children
1,qwen25_coder_14b,1,1,50.0,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,10434.5,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,full_metrics,,
2,qwen25_coder_14b,0,1,50.0,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,10434.5,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,full_metrics,,
3,qwen25_coder_14b,1,2,100.0,gen-6c3bf6ba-f915-e48f-9141-09fb9b540624,10434.5,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,gen-e6f98332-8830-5d32-df5c-e9fedd38fc7e,full_metrics,,
