generation,candidate_id,model_key,DETPass,SDET,avg_prompt_tokens,replay_gate_pass,regression_gate_pass,promoted,rejection_reason,accepted_prompt_path,previous_accepted_prompt
1,gen-378892e9-ecc3-87ab-8b45-85023a0286cc,llama31_8b,100.0,99.3815,49040.5,True,True,True,,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/ga_smoke_cloud_advisor_cat12_lpc2_pop2_gens3_llama31_8b_20260602_020347/ga_output/accepted_genomes/generation_001_gen-378892e9-ecc3-87ab-8b45-85023a0286cc.json,
2,gen-bdd4e724-5407-b1de-8fa2-b132d3152091,llama31_8b,100.0,100.0,49074.5,True,True,True,,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/ga_smoke_cloud_advisor_cat12_lpc2_pop2_gens3_llama31_8b_20260602_020347/ga_output/accepted_genomes/generation_002_gen-bdd4e724-5407-b1de-8fa2-b132d3152091.json,gen-378892e9-ecc3-87ab-8b45-85023a0286cc
3,gen-bdd4e724-5407-b1de-8fa2-b132d3152091,llama31_8b,100.0,100.0,49074.5,True,True,True,,/home/mgjeong/Desktop/llm/JOILang-Server/gpt_mg/version0_15_update20260413/results/ga_smoke_cloud_advisor_cat12_lpc2_pop2_gens3_llama31_8b_20260602_020347/ga_output/accepted_genomes/generation_003_gen-bdd4e724-5407-b1de-8fa2-b132d3152091.json,gen-bdd4e724-5407-b1de-8fa2-b132d3152091
