model_key,model_id,out_dir,rows,det_pass_rate,avg_det_score,generation_error_rate,avg_prompt_tokens,avg_completion_tokens,avg_latency_sec,local_model_name,local_model_exists,worker_python,local_worker,top_generation_error_type
qwen25_coder_7b,Qwen/Qwen2.5-Coder-7B-Instruct,/home/mgjeong/Desktop/llm/JOILang-Server/artifacts/ga_search_tutorial_runs/kernel_resume_20260625_212912/dpma_loop_cloud_gen00_row219_20260625_225614/qwen25_coder_7b,1,0.0,45.2558,0.0,53143.0,76.0,26.9474,/data/mgjeong/cache/huggingface/hub/models--Qwen--Qwen2.5-Coder-7B-Instruct/snapshots/c03e6d358207e414f1eca0bb1891e29f1db0e242,True,/home/mgjeong/miniconda3/envs/joi/bin/python3.10,/home/mgjeong/Desktop/llm/JOILang-Server/utils/ga_search/local_worker.py,
