generation,genome_json,rows,avg_det_score,det_pass_rate,det_pass_count,generated_nonempty_rate,generated_nonempty_count,generation_error_rate,generation_error_count
0,,12,56.51728333333333,0.08333333333333333,1,1.0,12,0.0,0
